employee_id,hire_date,termination_date,org_l01,gender,ethnicity,job_level,ethnicity_is_underrepresented_minority,org_l00,org_l02,org_l03,termination_date_clean,termination_reason,is_termination_voluntary,job_level_category,job_level_category_ordered_w_indicators,job_track,job_level_idx,is_manager_track,employee_tenure_current_month_year,employee_tenure_duration_bucket,gender_remapped,ethnicity_remapped
e003440,2022-05-31,2024-10-22,Sales,Male,Asian,IC3,FALSE,Company Inc.,Retail,Retail Direct,2024-10-22,Leadership,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,0.1076604555,00--0-0.5 years,Male,01--Asian
e003441,2022-05-18,,Sales,Female,Asian,IC7,FALSE,Company Inc.,Consumer,Telemarketing,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,7,FALSE,2.559006211,03--2-3 years,Female/Non-binary,01--Asian
e003442,2022-05-03,,Production,Female,Black,IC2,TRUE,Company Inc.,Research,Software Research,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,2.600414079,03--2-3 years,Female/Non-binary,02--Minority
e003443,2022-05-05,2022-10-05,Administrative,Female,Black,IC1,TRUE,Company Inc.,IT Services,Information Security,2022-10-05,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,1,FALSE,2.172532781,03--2-3 years,Female/Non-binary,02--Minority
e003444,2022-05-05,,Administrative,Female,Asian,M6,FALSE,Company Inc.,People,People Analytics,2999-12-31,,,Manager,06--Manager (M4-6),M,6,TRUE,2.59489303,03--2-3 years,Female/Non-binary,01--Asian
e003445,2022-05-19,2024-04-23,Sales,Male,Asian,IC7,FALSE,Company Inc.,Consumer,Telemarketing,2024-04-23,Position Elimination,FALSE,Staff,04--Staff (IC 6-7),IC,7,FALSE,0.6100759144,01--0.5-1 years,Male,01--Asian
e003446,2022-05-11,,Administrative,Female,Asian,S1,FALSE,Company Inc.,People,People Analytics,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,2.578329883,03--2-3 years,Female/Non-binary,01--Asian
e003447,2022-05-11,,Sales,Female,White,M6,FALSE,Company Inc.,Sales Training,Product Training,2999-12-31,,,Manager,06--Manager (M4-6),M,6,TRUE,2.578329883,03--2-3 years,Female/Non-binary,00--White
e003448,2022-05-02,2022-06-30,Production,Female,Black,S2,TRUE,Company Inc.,Quality Control,Production Audits,2022-06-30,Company Confidence,TRUE,Support,01--Support (S1-3),S,2,FALSE,2.440303658,03--2-3 years,Female/Non-binary,02--Minority
e003449,2022-05-10,2023-06-16,Administrative,Female,Hispanic,IC6,TRUE,Company Inc.,IT Services,IT Infrastructure,2023-06-16,Golden Opportunity,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,1.471359558,02--1-2 years,Female/Non-binary,02--Minority
e003450,2022-05-24,2023-02-07,Sales,Male,Black,IC1,TRUE,Company Inc.,Business,Account Management,2023-02-07,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,1,FALSE,1.827467219,02--1-2 years,Male,02--Minority
e003451,2022-06-15,2023-12-15,Administrative,Female,Hispanic,S3,TRUE,Company Inc.,Communications,Marketing,2023-12-15,Mutual Separation,FALSE,Support,01--Support (S1-3),S,3,FALSE,0.9689440994,01--0.5-1 years,Female/Non-binary,02--Minority
e003452,2022-06-14,,Sales,Female,Asian,M7,FALSE,Company Inc.,Business,Account Management,2999-12-31,,,Senior Manager,07--Senior Manager (M7),M,7,TRUE,2.48447205,03--2-3 years,Female/Non-binary,01--Asian
e003453,2022-06-16,,Administrative,Male,Black,S1,TRUE,Company Inc.,Finance,Accounting,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,2.478951001,03--2-3 years,Male,02--Minority
e003454,2022-06-22,2023-05-18,Sales,Male,Black,S2,TRUE,Company Inc.,Sales Training,Sales Development,2023-05-18,Failure to Return from Leave,TRUE,Support,01--Support (S1-3),S,2,FALSE,1.551414769,02--1-2 years,Male,02--Minority
e003455,2022-06-13,2023-03-15,Administrative,Non-binary,White,IC3,FALSE,Company Inc.,Risk Management,Strategic Risk,2023-03-15,Golden Opportunity,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.728088337,02--1-2 years,Female/Non-binary,00--White
e003456,2022-06-02,2022-11-14,Production,Female,Black,IC6,TRUE,Company Inc.,Service Delivery,Customer Support,2022-11-14,Leadership,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,2.062111801,03--2-3 years,Female/Non-binary,02--Minority
e003457,2022-06-14,2023-05-26,Administrative,Male,Asian,IC4,FALSE,Company Inc.,IT Services,IT Infrastructure,2023-05-26,Compensation/Benefits,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,1.529330573,02--1-2 years,Male,01--Asian
e003458,2022-06-22,,Production,Female,Asian,IC6,FALSE,Company Inc.,Service Delivery,Customer Support,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,2.462387854,03--2-3 years,Female/Non-binary,01--Asian
e003459,2022-06-20,,Administrative,Female,Hispanic,IC6,TRUE,Company Inc.,Legal,Corporate,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,2.467908903,03--2-3 years,Female/Non-binary,02--Minority
e003460,2022-06-02,,Administrative,Male,Black,IC8,TRUE,Company Inc.,Communications,Marketing,2999-12-31,,,Principal,05--Principal (IC 8-10),IC,8,FALSE,2.517598344,03--2-3 years,Male,02--Minority
e003461,2022-06-09,2022-11-30,Sales,Female,Black,IC6,TRUE,Company Inc.,Sales Operations,Sales Forecasting,2022-11-30,Leadership,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,2.017943409,03--2-3 years,Female/Non-binary,02--Minority
e003462,2022-06-20,2024-10-01,Production,Female,Asian,S1,FALSE,Company Inc.,Quality Control,Production Audits,2024-10-01,Role Clarity,TRUE,Support,01--Support (S1-3),S,1,FALSE,0.16563147,00--0-0.5 years,Female/Non-binary,01--Asian
e003463,2022-06-21,,Production,Male,Asian,IC1,FALSE,Company Inc.,Quality Control,Production Audits,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,2.465148378,03--2-3 years,Male,01--Asian
e003464,2022-06-16,2022-07-25,Sales,Female,Black,IC6,TRUE,Company Inc.,Business,Business Development,2022-07-25,Role Mismatch,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,2.371290545,03--2-3 years,Female/Non-binary,02--Minority
e003465,2022-06-07,2024-11-28,Sales,Non-binary,Hispanic,IC1,TRUE,Company Inc.,Sales Operations,Sales Enablement,2024-11-28,Dissatisfied with Performance Feedback,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,0.005521048999,00--0-0.5 years,Female/Non-binary,02--Minority
e003466,2022-06-30,2024-05-27,Sales,Female,Black,IC2,TRUE,Company Inc.,Business,Business Direct,2024-05-27,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,2,FALSE,0.5162180814,01--0.5-1 years,Female/Non-binary,02--Minority
e003467,2022-06-24,2024-04-24,Production,Male,Asian,IC2,FALSE,Company Inc.,Service Delivery,Customer Support,2024-04-24,Work/Life Balance,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,0.6073153899,01--0.5-1 years,Male,01--Asian
e003468,2022-06-21,2023-04-11,Administrative,Male,Asian,S2,FALSE,Company Inc.,Risk Management,Strategic Risk,2023-04-11,Policy Violation,FALSE,Support,01--Support (S1-3),S,2,FALSE,1.653554175,02--1-2 years,Male,01--Asian
e003469,2022-06-03,,Sales,Male,Asian,IC3,FALSE,Company Inc.,Business,Account Management,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,2.514837819,03--2-3 years,Male,01--Asian
e003470,2022-06-13,,Administrative,Female,Asian,IC7,FALSE,Company Inc.,Legal,Commercial,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,7,FALSE,2.487232574,03--2-3 years,Female/Non-binary,01--Asian
e003471,2022-06-02,2023-05-02,Sales,Female,Hispanic,IC2,TRUE,Company Inc.,Retail,Retail Direct,2023-05-02,Gross Misconduct,FALSE,Associate,02--Associate (IC1-3),IC,2,FALSE,1.595583161,02--1-2 years,Female/Non-binary,02--Minority
e003472,2022-06-24,,Production,Non-binary,Asian,M4,FALSE,Company Inc.,Research,Product Management and Strategy,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,2.456866805,03--2-3 years,Female/Non-binary,01--Asian
e003473,2022-06-16,2023-05-02,Administrative,Male,Asian,IC3,FALSE,Company Inc.,Finance,Investor Relations,2023-05-02,Role Clarity,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.595583161,02--1-2 years,Male,01--Asian
e003474,2022-06-29,2023-04-18,Production,Female,Black,S3,TRUE,Company Inc.,Software,Back-End Development,2023-04-18,Role Clarity,TRUE,Support,01--Support (S1-3),S,3,FALSE,1.634230504,02--1-2 years,Female/Non-binary,02--Minority
e003475,2022-06-09,,Administrative,Male,Asian,S1,FALSE,Company Inc.,Communications,Marketing,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,2.498274672,03--2-3 years,Male,01--Asian
e003476,2022-06-24,,Sales,Male,Hispanic,IC6,TRUE,Company Inc.,Business,Business Direct,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,2.456866805,03--2-3 years,Male,02--Minority
e003477,2022-06-28,2023-03-09,Sales,Male,White,IC5,FALSE,Company Inc.,Sales Operations,Sales Enablement,2023-03-09,Company Confidence,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,1.744651484,02--1-2 years,Male,00--White
e003478,2022-06-24,,Sales,Female,Hispanic,S3,TRUE,Company Inc.,Business,Business Development,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,2.456866805,03--2-3 years,Female/Non-binary,02--Minority
e003479,2022-06-17,2023-03-22,Sales,Female,Asian,IC2,FALSE,Company Inc.,Sales Training,Onboarding,2023-03-22,Policy Violation,FALSE,Associate,02--Associate (IC1-3),IC,2,FALSE,1.708764665,02--1-2 years,Female/Non-binary,01--Asian
e003480,2022-06-30,2023-04-11,Administrative,Male,White,S2,FALSE,Company Inc.,IT Services,IT Support,2023-04-11,Gross Misconduct,FALSE,Support,01--Support (S1-3),S,2,FALSE,1.653554175,02--1-2 years,Male,00--White
e003481,2022-06-01,2024-03-01,Sales,Non-binary,Hispanic,IC2,TRUE,Company Inc.,Sales Training,Onboarding,2024-03-01,Conflict with Work Location / Return to Work,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,0.7563837129,01--0.5-1 years,Female/Non-binary,02--Minority
e003482,2022-06-22,,Administrative,Male,White,M8,FALSE,Company Inc.,Finance,Purchasing,2999-12-31,,,Director,08--Director (M8-9),M,8,TRUE,2.462387854,03--2-3 years,Male,00--White
e003483,2022-06-07,,Sales,Female,White,M4,FALSE,Company Inc.,Business,Account Management,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,2.503795721,03--2-3 years,Female/Non-binary,00--White
e003484,2022-06-03,2024-11-28,Administrative,Male,Asian,S3,FALSE,Company Inc.,Legal,Corporate,2024-11-28,Work/Life Balance,TRUE,Support,01--Support (S1-3),S,3,FALSE,0.005521048999,00--0-0.5 years,Male,01--Asian
e003485,2022-06-09,2023-11-27,Sales,Non-binary,White,S1,FALSE,Company Inc.,Retail,Retail Support,2023-11-27,Career Change,TRUE,Support,01--Support (S1-3),S,1,FALSE,1.01863354,02--1-2 years,Female/Non-binary,00--White
e003486,2022-06-20,2023-10-05,Administrative,Male,Black,S3,TRUE,Company Inc.,Risk Management,Operational Risk,2023-10-05,Career Progression,TRUE,Support,01--Support (S1-3),S,3,FALSE,1.164941339,02--1-2 years,Male,02--Minority
e003487,2022-06-10,,Production,Female,Asian,S3,FALSE,Company Inc.,Research,Design,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,2.495514148,03--2-3 years,Female/Non-binary,01--Asian
e003488,2022-06-10,2023-05-30,Production,Non-binary,Hispanic,M4,TRUE,Company Inc.,Research,Design,2023-05-30,Performance,FALSE,Manager,06--Manager (M4-6),M,4,TRUE,1.518288475,02--1-2 years,Female/Non-binary,02--Minority
e003489,2022-06-28,2024-04-08,Sales,Female,Black,IC1,TRUE,Company Inc.,Sales Training,Onboarding,2024-04-08,Conflict with Work Location / Return to Work,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,0.6514837819,01--0.5-1 years,Female/Non-binary,02--Minority
e003490,2022-06-08,,Sales,Male,Asian,IC8,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2999-12-31,,,Principal,05--Principal (IC 8-10),IC,8,FALSE,2.501035197,03--2-3 years,Male,01--Asian
e003491,2022-06-06,2023-01-30,Sales,Female,Asian,IC3,FALSE,Company Inc.,Retail,Merchandising,2023-01-30,Change in Industry,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.849551415,02--1-2 years,Female/Non-binary,01--Asian
e003492,2022-06-15,2023-07-27,Sales,Male,Black,IC7,TRUE,Company Inc.,Business,Account Management,2023-07-27,Management,TRUE,Staff,04--Staff (IC 6-7),IC,7,FALSE,1.358178054,02--1-2 years,Male,02--Minority
e003493,2022-07-01,2023-06-14,Production,Non-binary,Asian,S3,FALSE,Company Inc.,Service Delivery,Product Maintenance,2023-06-14,Career Change,TRUE,Support,01--Support (S1-3),S,3,FALSE,1.476880607,02--1-2 years,Female/Non-binary,01--Asian
e003494,2022-07-08,,Sales,Female,Asian,IC5,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2999-12-31,,,Senior,03--Senior (IC4-5),IC,5,FALSE,2.418219462,03--2-3 years,Female/Non-binary,01--Asian
e003495,2022-07-06,,Sales,Female,Asian,S1,FALSE,Company Inc.,Consumer,Consumer Direct,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,2.423740511,03--2-3 years,Female/Non-binary,01--Asian
e003496,2022-07-20,2024-10-17,Sales,Male,Black,IC2,TRUE,Company Inc.,Consumer,Consumer Direct,2024-10-17,Work/Life Balance,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,0.121463078,00--0-0.5 years,Male,02--Minority
e003497,2022-07-12,2023-09-07,Sales,Female,White,S3,FALSE,Company Inc.,Retail,Retail Support,2023-09-07,Career Progression,TRUE,Support,01--Support (S1-3),S,3,FALSE,1.242236025,02--1-2 years,Female/Non-binary,00--White
e003498,2022-07-27,2023-05-26,Sales,Female,Hispanic,M4,TRUE,Company Inc.,Sales Operations,Compensation and Incentives,2023-05-26,Career Change,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,1.529330573,02--1-2 years,Female/Non-binary,02--Minority
e003499,2022-07-27,,Administrative,Female,Asian,IC5,FALSE,Company Inc.,Finance,Financial Planning and Analysis,2999-12-31,,,Senior,03--Senior (IC4-5),IC,5,FALSE,2.365769496,03--2-3 years,Female/Non-binary,01--Asian
e003500,2022-07-22,,Administrative,Female,Hispanic,IC1,TRUE,Company Inc.,Legal,Regulatory and Compliance,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,2.379572119,03--2-3 years,Female/Non-binary,02--Minority
e003501,2022-07-08,2023-10-11,Sales,Male,White,S1,FALSE,Company Inc.,Sales Training,Product Training,2023-10-11,Position Elimination,FALSE,Support,01--Support (S1-3),S,1,FALSE,1.148378192,02--1-2 years,Male,00--White
e003502,2022-07-12,2024-06-21,Sales,Female,Asian,S3,FALSE,Company Inc.,Retail,Merchandising,2024-06-21,Leadership,TRUE,Support,01--Support (S1-3),S,3,FALSE,0.4472049689,00--0-0.5 years,Female/Non-binary,01--Asian
e003503,2022-08-23,,Sales,Female,Asian,S2,FALSE,Company Inc.,Sales Training,Product Training,2999-12-31,,,Support,01--Support (S1-3),S,2,FALSE,2.291235335,03--2-3 years,Female/Non-binary,01--Asian
e003504,2022-08-10,2023-02-21,Administrative,Male,Hispanic,IC3,TRUE,Company Inc.,Finance,Internal Audit,2023-02-21,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.788819876,02--1-2 years,Male,02--Minority
e003505,2022-08-03,2022-10-19,Production,Male,White,IC1,FALSE,Company Inc.,Hardware,Prototyping,2022-10-19,Company Culture,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,2.133885438,03--2-3 years,Male,00--White
e003506,2022-08-17,2022-11-15,Sales,Female,Asian,S2,FALSE,Company Inc.,Sales Operations,Compensation and Incentives,2022-11-15,Dissatisfied with Performance Feedback,TRUE,Support,01--Support (S1-3),S,2,FALSE,2.059351277,03--2-3 years,Female/Non-binary,01--Asian
e003507,2022-08-22,2024-05-17,Production,Male,Black,S2,TRUE,Company Inc.,Quality Control,Inspection and Testing,2024-05-17,Role Clarity,TRUE,Support,01--Support (S1-3),S,2,FALSE,0.5438233264,01--0.5-1 years,Male,02--Minority
e003508,2022-08-24,2023-03-16,Sales,Male,Asian,S2,FALSE,Company Inc.,Business,Business Direct,2023-03-16,Conflict with Work Location / Return to Work,TRUE,Support,01--Support (S1-3),S,2,FALSE,1.725327812,02--1-2 years,Male,01--Asian
e003509,2022-08-29,,Administrative,Female,Asian,IC5,FALSE,Company Inc.,Legal,Regulatory and Compliance,2999-12-31,,,Senior,03--Senior (IC4-5),IC,5,FALSE,2.274672188,03--2-3 years,Female/Non-binary,01--Asian
e003510,2022-08-19,2023-02-24,Sales,Male,White,S3,FALSE,Company Inc.,Sales Training,Product Training,2023-02-24,Conflict with Work Location / Return to Work,TRUE,Support,01--Support (S1-3),S,3,FALSE,1.780538302,02--1-2 years,Male,00--White
e003511,2022-08-29,2024-04-02,Administrative,Male,Asian,M4,FALSE,Company Inc.,IT Services,IT Support,2024-04-02,Performance,FALSE,Manager,06--Manager (M4-6),M,4,TRUE,0.6680469289,01--0.5-1 years,Male,01--Asian
e003512,2022-08-31,2023-05-08,Administrative,Female,Asian,M5,FALSE,Company Inc.,Communications,Market Research,2023-05-08,Failure to Return from Leave,TRUE,Manager,06--Manager (M4-6),M,5,TRUE,1.579020014,02--1-2 years,Female/Non-binary,01--Asian
e003513,2022-08-10,,Sales,Male,Asian,IC7,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,7,FALSE,2.327122153,03--2-3 years,Male,01--Asian
e003514,2022-08-08,2023-12-20,Production,Non-binary,Asian,IC3,FALSE,Company Inc.,Software,Back-End Development,2023-12-20,Career Progression,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,0.9551414769,01--0.5-1 years,Female/Non-binary,01--Asian
e003515,2022-08-17,2023-03-23,Production,Male,White,IC4,FALSE,Company Inc.,Service Delivery,Installation and Deployment,2023-03-23,Dissatisfied with Performance Feedback,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,1.706004141,02--1-2 years,Male,00--White
e003516,2022-08-23,2023-09-25,Administrative,Female,White,IC3,FALSE,Company Inc.,Risk Management,Operational Risk,2023-09-25,Company Confidence,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.192546584,02--1-2 years,Female/Non-binary,00--White
e003517,2022-08-16,2023-06-16,Sales,Female,Hispanic,IC2,TRUE,Company Inc.,Retail,Retail Support,2023-06-16,Career Change,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,1.471359558,02--1-2 years,Female/Non-binary,02--Minority
e003518,2022-08-08,2023-02-09,Sales,Female,White,IC2,FALSE,Company Inc.,Retail,Retail Direct,2023-02-09,Career Change,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,1.82194617,02--1-2 years,Female/Non-binary,00--White
e003519,2022-08-11,,Sales,Male,Asian,IC1,FALSE,Company Inc.,Consumer,Telemarketing,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,2.324361629,03--2-3 years,Male,01--Asian
e003520,2022-08-15,2024-02-06,Production,Female,Black,S2,TRUE,Company Inc.,Hardware,Supply Chain Management,2024-02-06,Golden Opportunity,TRUE,Support,01--Support (S1-3),S,2,FALSE,0.8226363009,01--0.5-1 years,Female/Non-binary,02--Minority
e003521,2022-08-17,2024-06-05,Administrative,Female,Hispanic,IC1,TRUE,Company Inc.,People,Benefits,2024-06-05,Company Culture,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,0.4913733609,00--0-0.5 years,Female/Non-binary,02--Minority
e003522,2022-08-04,2023-11-03,Production,Male,Asian,S1,FALSE,Company Inc.,Hardware,Manufacturing and Assembly,2023-11-03,Role Clarity,TRUE,Support,01--Support (S1-3),S,1,FALSE,1.084886128,02--1-2 years,Male,01--Asian
e003523,2022-09-15,2024-10-28,Production,Female,White,IC7,FALSE,Company Inc.,Research,Design,2024-10-28,Dissatisfied with Performance Feedback,TRUE,Staff,04--Staff (IC 6-7),IC,7,FALSE,0.09109730849,00--0-0.5 years,Female/Non-binary,00--White
e003524,2022-09-15,2022-11-15,Administrative,Female,White,IC1,FALSE,Company Inc.,Communications,Commercials,2022-11-15,Work/Life Balance,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,2.059351277,03--2-3 years,Female/Non-binary,00--White
e003525,2022-09-22,,Administrative,Female,White,IC5,FALSE,Company Inc.,Risk Management,Strategic Risk,2999-12-31,,,Senior,03--Senior (IC4-5),IC,5,FALSE,2.2084196,03--2-3 years,Female/Non-binary,00--White
e003526,2022-09-15,2022-12-20,Administrative,Male,Asian,S1,FALSE,Company Inc.,Communications,Market Research,2022-12-20,Mutual Separation,FALSE,Support,01--Support (S1-3),S,1,FALSE,1.962732919,02--1-2 years,Male,01--Asian
e003527,2022-09-19,2023-12-29,Sales,Female,Asian,IC5,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2023-12-29,Management,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,0.9302967564,01--0.5-1 years,Female/Non-binary,01--Asian
e003528,2022-09-14,,Administrative,Male,Black,S1,TRUE,Company Inc.,People,People Analytics,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,2.230503796,03--2-3 years,Male,02--Minority
e003529,2022-09-26,2022-11-14,Production,Female,Asian,M4,FALSE,Company Inc.,Service Delivery,Installation and Deployment,2022-11-14,Work Environment,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,2.062111801,03--2-3 years,Female/Non-binary,01--Asian
e003530,2022-09-07,2023-02-13,Sales,Male,Asian,M4,FALSE,Company Inc.,Business,Business Development,2023-02-13,Work Environment,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,1.810904072,02--1-2 years,Male,01--Asian
e003531,2022-09-05,,Production,Male,Hispanic,M4,TRUE,Company Inc.,Software,Cloud Operations,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,2.255348516,03--2-3 years,Male,02--Minority
e003532,2022-09-07,,Sales,Male,Asian,S2,FALSE,Company Inc.,Sales Operations,Compensation and Incentives,2999-12-31,,,Support,01--Support (S1-3),S,2,FALSE,2.249827467,03--2-3 years,Male,01--Asian
e003533,2022-09-06,2023-10-10,Sales,Male,Asian,IC5,FALSE,Company Inc.,Sales Operations,Sales Enablement,2023-10-10,Failure to Return from Leave,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,1.151138716,02--1-2 years,Male,01--Asian
e003534,2022-09-20,,Production,Female,White,IC2,FALSE,Company Inc.,Software,Cloud Operations,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,2.213940649,03--2-3 years,Female/Non-binary,00--White
e003535,2022-09-09,2024-06-20,Sales,Female,White,S2,FALSE,Company Inc.,Retail,Retail Direct,2024-06-20,Role Mismatch,TRUE,Support,01--Support (S1-3),S,2,FALSE,0.4499654934,00--0-0.5 years,Female/Non-binary,00--White
e003536,2022-09-09,2023-03-13,Production,Non-binary,Asian,M7,FALSE,Company Inc.,Software,Back-End Development,2023-03-13,Role Mismatch,TRUE,Senior Manager,07--Senior Manager (M7),M,7,TRUE,1.733609386,02--1-2 years,Female/Non-binary,01--Asian
e003537,2022-09-05,2024-03-20,Administrative,Male,Asian,IC3,FALSE,Company Inc.,IT Services,IT Infrastructure,2024-03-20,Change in Industry,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,0.7039337474,01--0.5-1 years,Male,01--Asian
e003538,2022-09-08,,Administrative,Male,Hispanic,IC6,TRUE,Company Inc.,Risk Management,Enterprise Risk Management,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,2.247066943,03--2-3 years,Male,02--Minority
e003539,2022-09-28,,Administrative,Female,Hispanic,M4,TRUE,Company Inc.,Legal,Commercial,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,2.191856453,03--2-3 years,Female/Non-binary,02--Minority
e003540,2022-09-07,,Production,Female,Asian,IC1,FALSE,Company Inc.,Quality Control,Inspection and Testing,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,2.249827467,03--2-3 years,Female/Non-binary,01--Asian
e003541,2022-09-09,,Production,Female,White,S3,FALSE,Company Inc.,Quality Control,Inspection and Testing,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,2.244306418,03--2-3 years,Female/Non-binary,00--White
e003542,2022-09-28,,Production,Female,Asian,S1,FALSE,Company Inc.,Research,Design,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,2.191856453,03--2-3 years,Female/Non-binary,01--Asian
e003543,2022-09-13,2023-03-30,Sales,Female,Asian,IC6,FALSE,Company Inc.,Business,Account Management,2023-03-30,Career Progression,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,1.686680469,02--1-2 years,Female/Non-binary,01--Asian
e003544,2022-09-15,2024-02-29,Administrative,Female,Asian,IC4,FALSE,Company Inc.,IT Services,IT Infrastructure,2024-02-29,Gross Misconduct,FALSE,Senior,03--Senior (IC4-5),IC,4,FALSE,0.7591442374,01--0.5-1 years,Female/Non-binary,01--Asian
e003545,2022-09-15,,Sales,Female,Black,S3,TRUE,Company Inc.,Business,Business Direct,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,2.227743271,03--2-3 years,Female/Non-binary,02--Minority
e003546,2022-09-13,2023-09-05,Sales,Male,Black,IC2,TRUE,Company Inc.,Business,Account Management,2023-09-05,Company Culture,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,1.247757074,02--1-2 years,Male,02--Minority
e003547,2022-09-15,2023-04-25,Production,Male,Asian,S1,FALSE,Company Inc.,Research,Consumer Research,2023-04-25,Role Clarity,TRUE,Support,01--Support (S1-3),S,1,FALSE,1.614906832,02--1-2 years,Male,01--Asian
e003548,2022-09-12,2023-04-25,Administrative,Male,White,M5,FALSE,Company Inc.,Risk Management,Enterprise Risk Management,2023-04-25,Mutual Separation,FALSE,Manager,06--Manager (M4-6),M,5,TRUE,1.614906832,02--1-2 years,Male,00--White
e003549,2022-09-14,2023-02-24,Sales,Male,Hispanic,IC3,TRUE,Company Inc.,Business,Account Management,2023-02-24,Inability to Work Remotely,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.780538302,02--1-2 years,Male,02--Minority
e003550,2022-09-08,2024-03-21,Production,Male,Asian,IC6,FALSE,Company Inc.,Service Delivery,Customer Support,2024-03-21,Role Clarity,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,0.7011732229,01--0.5-1 years,Male,01--Asian
e003551,2022-09-06,2024-05-28,Sales,Female,Asian,S3,FALSE,Company Inc.,Retail,Retail Direct,2024-05-28,Change in Industry,TRUE,Support,01--Support (S1-3),S,3,FALSE,0.5134575569,01--0.5-1 years,Female/Non-binary,01--Asian
e003552,2022-09-09,2023-07-26,Production,Female,Hispanic,IC4,TRUE,Company Inc.,Service Delivery,Customer Support,2023-07-26,Management,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,1.360938578,02--1-2 years,Female/Non-binary,02--Minority
