employee_id,hire_date,termination_date,org_l01,gender,ethnicity,job_level,ethnicity_is_underrepresented_minority
e002516,2020-12-08,2022-05-09,Administrative,Female,White,IC5,False
e002517,2020-12-29,2023-07-31,Administrative,Female,Black,IC3,True
e002518,2020-12-25,2023-05-01,Sales,Male,Asian,IC4,False
e002519,2020-12-02,,Sales,Female,Hispanic,IC1,True
e002520,2020-12-10,,Production,Female,Asian,S3,False
e002521,2020-12-28,,Production,Female,Asian,IC3,False
e002522,2020-12-09,2023-12-22,Production,Male,Black,IC4,True
e002523,2020-12-16,2021-01-08,Production,Non-binary,Asian,IC1,False
e002524,2020-12-01,,Sales,Non-binary,White,IC1,False
e002525,2020-12-23,2021-01-12,Administrative,Male,Black,IC8,True
e002526,2020-12-23,2021-12-23,Sales,Male,White,IC2,False
e002527,2020-12-22,2022-04-06,Administrative,Female,Asian,M5,False
e002528,2020-12-25,2021-03-30,Administrative,Female,Asian,IC7,False
e002529,2020-12-22,2021-03-05,Administrative,Male,Asian,IC5,False
e002530,2020-12-09,2022-04-21,Administrative,Male,White,IC2,False
e002531,2020-12-30,,Sales,Female,Asian,IC5,False
e002532,2020-12-29,,Administrative,Male,Black,IC6,True
e002533,2020-12-31,2023-03-20,Administrative,Female,Hispanic,IC2,True
e002534,2020-12-17,,Production,Female,Asian,IC1,False
e002535,2021-01-01,2022-10-03,Sales,Non-binary,Asian,IC7,False
e002536,2021-01-21,,Production,Male,White,IC6,False
e002537,2021-01-04,,Sales,Female,White,S1,False
e002538,2021-01-26,,Production,Female,Asian,S1,False
e002539,2021-01-05,2024-04-04,Sales,Male,Asian,IC3,False
e002540,2021-01-06,2022-02-22,Production,Female,Asian,M6,False
e002541,2021-01-08,2022-02-04,Sales,Male,Hispanic,M5,True
e002542,2021-01-05,2023-01-27,Production,Female,Hispanic,S1,True
e002543,2021-01-05,2023-03-24,Production,Female,Asian,IC2,False
e002544,2021-01-15,2021-03-24,Administrative,Female,Asian,IC6,False
e002545,2021-01-01,2023-07-11,Sales,Female,White,IC7,False
e002546,2021-01-04,2023-06-01,Administrative,Female,Asian,IC4,False
e002547,2021-01-21,2022-02-16,Sales,Female,Black,S1,True
e002548,2021-01-28,2021-05-31,Sales,Male,Asian,IC8,False
e002549,2021-01-20,2023-12-27,Sales,Female,Black,IC3,True
e002550,2021-01-21,2023-10-19,Sales,Non-binary,White,IC2,False
e002551,2021-01-18,2024-05-22,Production,Male,Asian,IC3,False
e002552,2021-01-27,2021-07-29,Sales,Female,Hispanic,S3,True
e002553,2021-01-05,2023-03-29,Sales,Male,Hispanic,IC4,True
e002554,2021-01-08,2022-05-25,Administrative,Female,Asian,IC4,False
e002555,2021-01-21,2023-10-16,Sales,Male,Hispanic,IC5,True
e002556,2021-01-13,,Administrative,Male,Black,IC2,True
e002557,2021-01-11,2023-02-01,Production,Male,White,IC3,False
e002558,2021-01-14,2022-08-02,Sales,Female,Asian,IC1,False
e002559,2021-01-04,2021-05-31,Sales,Male,Hispanic,IC2,True
e002560,2021-01-14,2023-05-12,Administrative,Male,Black,M4,True
e002561,2021-01-27,2022-01-07,Administrative,Female,Asian,IC1,False
e002562,2021-01-13,2023-09-28,Sales,Male,White,IC4,False
e002563,2021-01-15,2022-12-15,Sales,Female,Asian,IC1,False
e002564,2021-01-29,2024-11-18,Sales,Male,White,S1,False
e002565,2021-01-28,,Administrative,Female,Black,S3,True
e002566,2021-01-01,2022-01-21,Administrative,Female,Black,S3,True
e002567,2021-01-07,2021-03-08,Administrative,Male,Hispanic,IC3,True
e002568,2021-01-15,2022-02-16,Sales,Female,Asian,IC4,False
e002569,2021-01-25,2022-02-14,Production,Female,Hispanic,M4,True
e002570,2021-01-12,2021-03-08,Administrative,Non-binary,Hispanic,S3,True
e002571,2021-01-07,2024-10-07,Administrative,Female,White,IC6,False
e002572,2021-01-04,2023-04-14,Sales,Male,Hispanic,S1,True
e002573,2021-01-04,,Sales,Female,Asian,IC2,False
e002574,2021-01-08,2022-07-13,Sales,Male,Black,M8,True
e002575,2021-01-14,2023-05-22,Sales,Female,Asian,IC3,False
e002576,2021-01-11,2024-01-29,Administrative,Male,White,IC1,False
e002577,2021-01-07,2024-09-19,Production,Male,Hispanic,S2,True
e002578,2021-01-27,2024-05-15,Sales,Female,Asian,IC3,False
e002579,2021-01-27,2023-02-20,Sales,Male,Black,IC6,True
e002580,2021-01-13,2021-08-12,Production,Female,White,IC1,False
e002581,2021-01-22,2021-10-07,Production,Female,Black,IC1,True
e002582,2021-01-29,2023-05-09,Sales,Female,Black,IC2,True
e002583,2021-01-06,2021-05-04,Sales,Female,Asian,S1,False
e002584,2021-01-01,2023-12-29,Production,Female,Black,IC4,True
e002585,2021-01-01,,Administrative,Male,White,M4,False
e002586,2021-01-11,2021-10-29,Administrative,Male,Hispanic,IC3,True
e002587,2021-01-15,2024-04-18,Administrative,Non-binary,Asian,IC2,False
e002588,2021-01-08,2023-06-09,Sales,Female,Asian,IC7,False
e002589,2021-01-01,,Production,Female,Asian,IC3,False
e002590,2021-01-25,2022-04-18,Production,Female,Black,IC4,True
e002591,2021-01-28,2022-10-10,Production,Female,Hispanic,M5,True
e002592,2021-01-06,2021-10-21,Sales,Male,Hispanic,IC3,True
e002593,2021-01-22,2021-03-02,Sales,Male,White,S1,False
e002594,2021-01-11,,Sales,Female,Black,IC7,True
e002595,2021-01-01,,Administrative,Male,White,S3,False
e002596,2021-01-12,2024-05-09,Administrative,Female,Black,S2,True
e002597,2021-01-04,,Administrative,Male,Asian,IC6,False
e002598,2021-01-15,,Administrative,Male,White,IC3,False
e002599,2021-01-25,2021-05-11,Production,Female,Black,S3,True
e002600,2021-01-15,,Administrative,Male,White,S3,False
e002601,2021-01-12,2024-02-05,Sales,Male,White,IC2,False
e002602,2021-01-04,2024-04-16,Sales,Male,Asian,IC6,False
e002603,2021-01-04,2022-11-21,Sales,Male,White,IC9,False
e002604,2021-01-20,2023-01-18,Production,Female,Black,M5,True
e002605,2021-01-25,2022-07-05,Sales,Male,White,S3,False
e002606,2021-01-01,2023-02-13,Sales,Female,Hispanic,IC3,True
e002607,2021-01-11,,Administrative,Female,Asian,IC2,False
e002608,2021-01-27,2023-01-05,Sales,Male,Asian,IC5,False
e002609,2021-01-14,2024-04-16,Administrative,Male,Black,IC1,True
e002610,2021-01-05,2022-05-11,Production,Female,Asian,IC3,False
e002611,2021-01-08,2023-05-15,Administrative,Female,White,IC7,False
e002612,2021-01-05,,Administrative,Female,White,M6,False
e002613,2021-01-27,,Sales,Female,Black,S1,True
e002614,2021-01-25,2021-09-01,Administrative,Female,Black,IC7,True
e002615,2021-01-21,2024-01-24,Production,Female,Asian,M6,False
e002616,2021-01-26,2024-02-06,Production,Male,White,S1,False
e002617,2021-01-21,2022-02-10,Production,Female,Asian,IC6,False
e002618,2021-02-08,,Administrative,Female,Hispanic,M4,True
e002619,2021-02-12,2023-09-08,Sales,Female,Asian,IC4,False
e002620,2021-02-23,2022-07-11,Administrative,Female,Asian,M4,False
e002621,2021-02-05,,Production,Female,Asian,IC1,False
e002622,2021-02-01,2022-04-11,Administrative,Male,White,S2,False
e002623,2021-02-22,,Production,Male,Asian,M6,False
e002624,2021-02-04,2022-02-15,Production,Female,Hispanic,IC7,True
e002625,2021-02-23,2022-04-19,Sales,Male,Hispanic,M4,True
e002626,2021-02-23,2022-02-16,Production,Male,White,IC4,False
e002627,2021-02-23,2024-04-29,Production,Female,Hispanic,IC3,True
e002628,2021-02-01,2022-10-24,Production,Female,Hispanic,S1,True
e002629,2021-02-19,,Production,Male,Black,M5,True
e002630,2021-02-09,2022-11-04,Sales,Male,Asian,M6,False
e002631,2021-02-04,,Production,Female,Hispanic,S3,True
e002632,2021-02-19,2022-12-20,Production,Male,Asian,IC5,False
e002633,2021-02-11,2023-12-21,Sales,Female,Hispanic,IC1,True
e002634,2021-02-10,2022-01-25,Sales,Female,Hispanic,IC5,True
e002635,2021-02-10,2021-09-07,Sales,Male,Black,M4,True
e002636,2021-02-17,2023-02-02,Production,Female,Asian,IC1,False
e002637,2021-02-09,2023-06-26,Sales,Female,White,M4,False
e002638,2021-02-22,,Sales,Female,White,M6,False
e002639,2021-02-01,,Sales,Male,Asian,IC1,False
e002640,2021-02-16,2022-06-22,Sales,Female,Hispanic,IC7,True
e002641,2021-02-17,2021-09-03,Production,Male,Black,IC3,True
e002642,2021-02-15,2023-03-08,Administrative,Non-binary,Hispanic,IC6,True
e002643,2021-02-04,2021-11-25,Production,Non-binary,White,M7,False
e002644,2021-02-10,2022-05-12,Sales,Female,Black,S1,True
e002645,2021-02-15,2021-03-19,Production,Non-binary,Black,S2,True
e002646,2021-02-11,2023-06-26,Sales,Female,White,S3,False
e002647,2021-02-24,,Production,Non-binary,Asian,IC4,False
e002648,2021-02-04,2021-03-19,Administrative,Female,White,IC7,False
e002649,2021-02-23,,Administrative,Female,White,S1,False
e002650,2021-02-04,2022-02-25,Sales,Female,Asian,IC5,False
e002651,2021-02-12,,Sales,Female,White,IC1,False
e002652,2021-02-15,2021-08-03,Production,Female,White,IC6,False
e002653,2021-02-04,2022-02-21,Administrative,Female,Black,M5,True
e002654,2021-02-16,2024-01-05,Administrative,Non-binary,White,S3,False
e002655,2021-02-11,2021-03-22,Production,Female,Hispanic,S2,True
e002656,2021-02-22,2022-04-22,Production,Male,Black,IC1,True
e002657,2021-02-24,2022-11-25,Sales,Male,Asian,S2,False
e002658,2021-02-16,,Administrative,Female,Asian,S1,False
e002659,2021-02-05,2022-02-07,Production,Non-binary,Asian,IC3,False
e002660,2021-02-22,,Production,Male,White,S2,False
e002661,2021-02-19,,Production,Female,Asian,IC8,False
e002662,2021-02-19,,Sales,Male,Asian,IC5,False
e002663,2021-02-26,2022-01-26,Administrative,Male,Asian,M4,False
e002664,2021-02-03,2022-07-21,Production,Non-binary,Asian,S2,False
e002665,2021-02-26,2022-11-15,Sales,Female,Asian,S2,False
e002666,2021-02-25,2024-04-03,Sales,Female,Black,S3,True
e002667,2021-02-19,,Production,Female,Hispanic,IC2,True
e002668,2021-02-05,2022-10-12,Production,Female,Asian,IC7,False
e002669,2021-02-15,,Production,Male,Hispanic,IC3,True
e002670,2021-02-09,2022-06-28,Sales,Non-binary,Asian,IC5,False
e002671,2021-02-24,2022-01-21,Production,Female,White,IC4,False
e002672,2021-03-05,2021-10-14,Administrative,Non-binary,White,S2,False
e002673,2021-03-05,2022-06-13,Production,Female,Hispanic,M6,True
e002674,2021-03-11,2022-05-24,Production,Female,Asian,IC6,False
e002675,2021-03-15,,Administrative,Female,Black,IC4,True
e002676,2021-03-10,2022-12-12,Administrative,Male,Asian,IC5,False
e002677,2021-03-30,2024-03-04,Administrative,Female,Black,M9,True
e002678,2021-03-03,2023-06-30,Production,Female,Hispanic,IC2,True
e002679,2021-03-16,2022-02-21,Sales,Female,Black,IC2,True
e002680,2021-03-16,2024-01-30,Administrative,Female,Asian,IC5,False
e002681,2021-03-05,2023-03-30,Sales,Female,Black,IC6,True
e002682,2021-03-18,,Administrative,Female,Black,IC6,True
e002683,2021-03-12,,Sales,Male,Asian,IC4,False
e002684,2021-03-31,2023-07-13,Sales,Female,Asian,IC8,False
e002685,2021-03-09,2023-05-18,Sales,Male,White,IC4,False
e002686,2021-03-19,2024-06-24,Production,Male,White,M4,False
e002687,2021-03-19,2021-08-25,Sales,Female,Hispanic,S2,True
e002688,2021-03-23,2022-06-27,Sales,Female,Hispanic,IC6,True
e002689,2021-03-29,,Sales,Female,Asian,M7,False
e002690,2021-03-30,2022-11-02,Production,Female,Hispanic,IC8,True
e002691,2021-03-16,2024-10-02,Sales,Female,Black,S2,True
e002692,2021-03-19,2022-04-06,Administrative,Male,Asian,IC3,False
e002693,2021-04-27,2023-05-02,Sales,Male,White,S3,False
e002694,2021-04-13,2022-04-11,Administrative,Male,Hispanic,IC5,True
e002695,2021-04-28,,Production,Non-binary,Asian,M5,False
e002696,2021-04-29,2023-03-20,Sales,Male,Hispanic,IC3,True
e002697,2021-04-01,2023-09-20,Sales,Female,Hispanic,S1,True
e002698,2021-04-12,2022-01-03,Administrative,Female,Asian,M9,False
e002699,2021-04-01,2022-01-27,Sales,Male,Hispanic,S3,True
e002700,2021-04-09,,Sales,Female,Black,IC9,True
e002701,2021-04-30,,Production,Female,Asian,M4,False
e002702,2021-04-19,,Sales,Female,Asian,IC6,False
e002703,2021-04-19,2022-07-13,Administrative,Non-binary,Asian,S1,False
e002704,2021-04-27,2024-04-25,Administrative,Female,Hispanic,S3,True
e002705,2021-04-08,,Sales,Female,Hispanic,IC4,True
e002706,2021-04-06,2022-11-17,Administrative,Female,Black,IC5,True
e002707,2021-04-13,2023-06-09,Sales,Female,White,IC5,False
e002708,2021-04-05,2022-04-19,Production,Female,Asian,IC2,False
e002709,2021-04-01,2021-12-20,Production,Female,Asian,IC6,False
e002710,2021-04-23,2021-06-22,Sales,Female,Asian,IC3,False
e002711,2021-04-27,2022-05-12,Administrative,Female,White,M6,False
e002712,2021-04-09,2021-12-22,Production,Female,Asian,IC2,False
e002713,2021-04-26,,Production,Male,Hispanic,M4,True
e002714,2021-04-12,2021-05-06,Sales,Male,Hispanic,S1,True
e002715,2021-04-15,,Production,Male,Asian,IC2,False
e002716,2021-04-13,,Sales,Female,Hispanic,IC5,True
e002717,2021-04-09,2024-10-18,Sales,Female,Asian,S3,False
e002718,2021-04-05,2024-01-19,Administrative,Male,Asian,S2,False
e002719,2021-04-30,2021-09-21,Production,Female,Asian,S1,False
e002720,2021-04-30,,Administrative,Female,Asian,S1,False
e002721,2021-04-07,,Sales,Male,Hispanic,S3,True
e002722,2021-04-05,2024-04-02,Sales,Female,Asian,S2,False
e002723,2021-04-27,2022-05-20,Sales,Female,Hispanic,S3,True
e002724,2021-04-09,2022-12-28,Production,Female,Hispanic,S3,True
e002725,2021-04-07,2024-06-18,Production,Female,Asian,IC3,False
e002726,2021-04-26,,Sales,Male,Asian,S2,False
e002727,2021-04-01,,Administrative,Female,Asian,IC4,False
e002728,2021-04-22,,Administrative,Male,Asian,S2,False
e002729,2021-04-30,2022-02-04,Administrative,Female,Black,IC2,True
e002730,2021-04-07,2021-09-08,Administrative,Female,Asian,IC6,False
e002731,2021-04-21,2023-05-23,Administrative,Male,Hispanic,IC3,True
e002732,2021-04-05,2023-10-23,Administrative,Male,White,S3,False
e002733,2021-04-15,,Production,Female,Hispanic,IC5,True
e002734,2021-04-02,,Sales,Male,Black,IC4,True
e002735,2021-04-28,,Sales,Male,Black,IC1,True
e002736,2021-04-29,,Administrative,Female,White,IC3,False
e002737,2021-04-23,2023-05-22,Production,Male,Asian,M4,False
e002738,2021-04-27,,Administrative,Female,Hispanic,IC2,True
e002739,2021-04-13,2022-11-15,Administrative,Female,Asian,M8,False
e002740,2021-04-02,2022-04-08,Administrative,Male,Black,IC4,True
e002741,2021-04-22,2024-04-05,Administrative,Male,Hispanic,S3,True
e002742,2021-04-16,2024-09-12,Administrative,Male,Asian,IC3,False
e002743,2021-04-23,2022-04-21,Production,Female,Black,M4,True
e002744,2021-04-26,2023-02-03,Sales,Male,Asian,S3,False
e002745,2021-04-27,2021-07-30,Sales,Male,Black,S3,True
e002746,2021-04-14,2021-12-22,Production,Female,White,M4,False
e002747,2021-04-20,2023-02-07,Sales,Female,Asian,IC5,False
e002748,2021-04-06,2024-03-26,Sales,Male,Asian,M7,False
e002749,2021-04-27,2022-02-02,Administrative,Male,Asian,M6,False
e002750,2021-04-07,2023-10-16,Sales,Female,Asian,S1,False
e002751,2021-04-15,,Production,Female,White,IC2,False
e002752,2021-04-07,2022-04-14,Administrative,Female,Black,IC6,True
e002753,2021-04-29,2023-01-13,Production,Female,Hispanic,IC5,True
e002754,2021-04-27,2021-09-24,Sales,Non-binary,Asian,M4,False
e002755,2021-04-23,2023-06-19,Production,Female,Asian,IC2,False
e002756,2021-04-21,,Sales,Female,White,S2,False
e002757,2021-04-23,2022-11-30,Production,Female,Black,IC4,True
e002758,2021-04-05,2022-02-10,Sales,Female,White,M5,False
e002759,2021-04-15,,Sales,Non-binary,Asian,IC1,False
e002760,2021-04-06,2023-06-22,Administrative,Female,Black,IC3,True
e002761,2021-04-06,2022-04-11,Sales,Male,White,IC9,False
e002762,2021-04-27,,Sales,Female,Hispanic,S3,True
e002763,2021-04-05,,Administrative,Male,Black,IC2,True
e002764,2021-04-20,2024-05-16,Administrative,Female,Hispanic,IC6,True
e002765,2021-04-08,2023-10-30,Production,Female,Asian,IC7,False
e002766,2021-04-06,2024-06-18,Administrative,Female,Asian,IC4,False
e002767,2021-04-05,,Administrative,Female,White,IC4,False
e002768,2021-04-20,2022-04-29,Production,Female,White,IC7,False
e002769,2021-04-27,2022-08-23,Production,Female,Hispanic,IC4,True
e002770,2021-04-06,2021-07-02,Sales,Male,White,M6,False
e002771,2021-04-06,,Administrative,Non-binary,Asian,S1,False
e002772,2021-04-05,,Production,Female,White,IC5,False
e002773,2021-04-09,,Administrative,Male,Hispanic,IC9,True
e002774,2021-04-02,2021-07-27,Administrative,Female,White,IC1,False
e002775,2021-04-01,2021-10-11,Sales,Female,Black,IC2,True
e002776,2021-04-05,2022-02-03,Production,Female,Asian,M4,False
e002777,2021-04-02,,Administrative,Female,White,S1,False
e002778,2021-04-30,,Administrative,Female,Hispanic,M5,True
e002779,2021-04-30,2021-07-07,Production,Male,Asian,IC6,False
e002780,2021-04-19,2021-07-06,Sales,Female,White,IC7,False
e002781,2021-04-02,2021-07-28,Sales,Female,Asian,IC7,False
e002782,2021-04-14,2024-04-23,Administrative,Female,Asian,IC3,False
e002783,2021-04-09,,Administrative,Male,White,M6,False
e002784,2021-04-21,2022-08-05,Production,Male,White,IC3,False
e002785,2021-04-15,,Production,Male,Hispanic,IC1,True
e002786,2021-04-21,2023-05-16,Sales,Male,Hispanic,IC3,True
e002787,2021-04-28,2024-06-17,Sales,Male,White,IC3,False
e002788,2021-04-20,2021-08-03,Production,Female,Hispanic,S3,True
e002789,2021-04-05,,Administrative,Female,Black,IC4,True
e002790,2021-04-16,2022-04-06,Sales,Female,Asian,S2,False
e002791,2021-04-01,,Administrative,Male,Asian,S1,False
e002792,2021-05-11,2021-11-02,Sales,Male,Asian,IC2,False
e002793,2021-05-28,,Sales,Female,Hispanic,M4,True
e002794,2021-05-05,2021-08-17,Sales,Female,White,IC3,False
e002795,2021-05-17,2021-11-12,Sales,Female,Asian,S2,False
e002796,2021-05-20,2023-07-07,Administrative,Male,Hispanic,S3,True
e002797,2021-05-31,2022-01-24,Administrative,Male,Asian,S3,False
e002798,2021-05-04,2022-01-27,Sales,Male,Hispanic,IC3,True
e002799,2021-05-13,2023-04-13,Administrative,Male,Hispanic,IC4,True
e002800,2021-05-03,,Sales,Female,Asian,M4,False
e002801,2021-05-03,2022-11-23,Sales,Male,Asian,S3,False
e002802,2021-05-05,2024-01-19,Production,Male,White,IC3,False
e002803,2021-05-24,2022-04-26,Sales,Non-binary,Hispanic,M4,True
e002804,2021-05-21,2023-11-23,Sales,Female,Hispanic,IC3,True
e002805,2021-05-07,,Production,Female,Hispanic,IC7,True
e002806,2021-05-17,,Administrative,Female,Asian,IC6,False
e002807,2021-05-11,,Production,Male,Hispanic,M6,True
e002808,2021-05-20,2022-04-26,Production,Male,Black,IC3,True
e002809,2021-05-26,,Sales,Female,Black,IC4,True
e002810,2021-05-11,2024-06-12,Administrative,Male,Asian,IC1,False
e002811,2021-05-07,2022-07-11,Administrative,Female,Asian,IC5,False
e002812,2021-05-12,2024-01-23,Sales,Male,Black,IC5,True
e002813,2021-05-05,2022-04-15,Sales,Male,White,IC6,False
e002814,2021-05-17,2022-07-28,Administrative,Female,Black,IC3,True
e002815,2021-05-07,,Administrative,Female,White,IC4,False
e002816,2021-05-06,,Production,Female,White,IC3,False
e002817,2021-05-26,,Production,Male,White,IC3,False
e002818,2021-05-31,2022-02-15,Sales,Male,Hispanic,S2,True
e002819,2021-05-04,2021-07-02,Administrative,Male,Asian,S3,False
e002820,2021-05-24,2021-07-13,Administrative,Female,Hispanic,M7,True
e002821,2021-05-19,2023-05-16,Production,Male,White,IC6,False
e002822,2021-05-04,2022-10-05,Sales,Female,Black,IC9,True
e002823,2021-05-20,2022-06-29,Sales,Female,Black,S2,True
e002824,2021-05-10,2022-01-19,Administrative,Female,Asian,IC4,False
e002825,2021-05-31,2022-01-18,Sales,Female,Hispanic,S1,True
e002826,2021-05-13,2022-11-29,Sales,Male,Asian,IC4,False
e002827,2021-05-05,2021-08-03,Sales,Female,Asian,S3,False
e002828,2021-05-28,2022-01-20,Sales,Female,White,IC3,False
e002829,2021-05-11,2023-02-21,Sales,Female,White,IC1,False
e002830,2021-05-27,2022-04-27,Sales,Female,Hispanic,IC1,True
e002831,2021-05-04,,Administrative,Female,Asian,S1,False
e002832,2021-05-06,2023-09-08,Sales,Female,Asian,S1,False
e002833,2021-05-18,2022-12-27,Sales,Male,White,IC3,False
e002834,2021-05-12,2023-02-08,Sales,Male,Black,M6,True
e002835,2021-05-10,2022-12-19,Sales,Female,Black,M5,True
e002836,2021-05-24,,Production,Female,Black,S2,True
e002837,2021-06-04,2021-10-19,Sales,Female,Asian,IC6,False
e002838,2021-06-22,2022-12-20,Administrative,Female,Asian,IC3,False
e002839,2021-06-08,,Production,Female,Black,IC6,True
e002840,2021-06-17,2021-08-24,Sales,Female,White,M4,False
e002841,2021-06-18,2023-04-14,Sales,Male,Asian,IC3,False
e002842,2021-06-23,2022-02-18,Administrative,Non-binary,Black,IC2,True
e002843,2021-06-22,2022-06-13,Production,Male,Hispanic,M4,True
e002844,2021-06-30,2022-05-17,Production,Female,Black,IC6,True
e002845,2021-06-01,2021-10-04,Sales,Female,Asian,S3,False
e002846,2021-06-22,2023-04-03,Administrative,Male,Asian,M5,False
e002847,2021-06-07,,Production,Non-binary,Black,M4,True
e002848,2021-06-28,,Administrative,Female,White,S1,False
e002849,2021-06-03,2022-11-24,Administrative,Male,Hispanic,IC2,True
e002850,2021-06-21,2023-09-05,Sales,Female,White,IC3,False
e002851,2021-06-22,2022-04-25,Administrative,Female,Asian,IC7,False
e002852,2021-06-21,,Sales,Female,Hispanic,IC7,True
e002853,2021-06-09,2022-11-02,Administrative,Male,Asian,IC4,False
e002854,2021-06-09,2023-06-29,Production,Female,Black,IC1,True
e002855,2021-06-17,,Production,Female,Asian,S3,False
e002856,2021-06-08,2022-11-22,Production,Male,Asian,S3,False
e002857,2021-06-21,2023-06-08,Sales,Male,Hispanic,S3,True
e002858,2021-06-04,2022-10-18,Sales,Male,Asian,M6,False
e002859,2021-06-28,2023-04-19,Sales,Female,White,IC6,False
e002860,2021-06-23,2023-07-06,Sales,Non-binary,Hispanic,S2,True
e002861,2021-06-10,,Production,Female,Asian,IC3,False
e002862,2021-06-08,2023-10-09,Administrative,Female,Hispanic,IC5,True
e002863,2021-06-09,2022-10-20,Production,Male,Black,IC3,True
e002864,2021-06-17,2022-12-13,Sales,Female,Asian,IC1,False
e002865,2021-06-01,2022-12-27,Administrative,Female,White,M4,False
e002866,2021-06-23,2023-06-29,Sales,Male,White,IC7,False
e002867,2021-06-07,2023-04-03,Sales,Female,Asian,IC6,False
e002868,2021-06-09,2024-04-25,Administrative,Female,Asian,IC4,False
e002869,2021-06-25,2022-01-21,Production,Female,Black,IC7,True
e002870,2021-06-14,2024-04-22,Administrative,Male,Black,S2,True
e002871,2021-06-03,2021-09-30,Administrative,Female,Hispanic,M4,True
e002872,2021-06-02,2023-04-20,Production,Female,Hispanic,S3,True
e002873,2021-06-02,,Sales,Female,White,IC2,False
e002874,2021-06-25,,Administrative,Non-binary,Asian,S1,False
e002875,2021-06-28,2023-05-15,Sales,Female,White,S1,False
e002876,2021-06-03,,Administrative,Female,Black,S3,True
e002877,2021-06-14,,Administrative,Female,Asian,IC6,False
e002878,2021-06-04,2023-05-15,Production,Female,Hispanic,S3,True
e002879,2021-06-16,2021-07-22,Sales,Female,Asian,IC6,False
e002880,2021-06-14,2022-02-21,Sales,Male,Black,IC1,True
e002881,2021-06-16,2023-03-29,Production,Female,Black,S3,True
e002882,2021-06-09,2022-05-16,Production,Male,Asian,S2,False
e002883,2021-06-15,2022-02-04,Production,Non-binary,Asian,IC3,False
e002884,2021-06-18,2021-10-22,Administrative,Male,Asian,S3,False
e002885,2021-06-25,2022-02-23,Sales,Female,White,M4,False
e002886,2021-06-08,2023-01-11,Administrative,Female,Black,S2,True
e002887,2021-06-21,2023-06-01,Sales,Non-binary,Asian,IC4,False
e002888,2021-06-16,2021-11-08,Administrative,Female,Asian,S3,False
e002889,2021-06-21,2022-07-12,Sales,Male,White,IC7,False
e002890,2021-06-14,2022-02-17,Production,Female,Hispanic,IC4,True
e002891,2021-06-22,2021-09-20,Production,Female,Hispanic,IC5,True
e002892,2021-06-04,2022-07-04,Sales,Male,White,IC6,False
e002893,2021-06-22,2024-01-29,Administrative,Male,Asian,IC5,False
e002894,2021-06-30,,Production,Female,Asian,M6,False
e002895,2021-06-07,2022-11-14,Production,Male,Asian,IC2,False
e002896,2021-06-29,,Production,Female,Asian,S1,False
e002897,2021-06-17,2023-05-09,Sales,Female,Asian,IC3,False
e002898,2021-06-21,2023-06-12,Production,Male,White,S2,False
e002899,2021-06-21,2022-02-23,Sales,Male,Black,M4,True
e002900,2021-06-28,2023-05-18,Production,Male,White,IC7,False
e002901,2021-06-02,,Administrative,Female,Asian,S2,False
e002902,2021-06-18,,Administrative,Female,Asian,IC2,False
e002903,2021-06-18,,Sales,Female,Hispanic,S2,True
e002904,2021-06-28,2024-04-02,Production,Male,Asian,IC2,False
e002905,2021-06-11,,Production,Male,White,IC6,False
e002906,2021-06-15,2022-06-22,Production,Female,Asian,M7,False
e002907,2021-06-30,,Sales,Male,Hispanic,IC2,True
e002908,2021-06-25,2022-06-02,Sales,Female,Asian,M4,False
e002909,2021-07-21,,Administrative,Male,Asian,IC5,False
e002910,2021-07-14,,Administrative,Male,Asian,IC6,False
e002911,2021-08-06,2022-02-18,Sales,Female,Asian,IC2,False
e002912,2021-08-17,2022-12-06,Production,Female,Black,IC7,True
e002913,2021-08-10,,Administrative,Male,Hispanic,IC7,True
e002914,2021-08-27,,Sales,Female,White,IC5,False
e002915,2021-08-30,2023-10-26,Sales,Female,Asian,S3,False
e002916,2021-08-17,2022-02-18,Sales,Male,Asian,IC1,False
e002917,2021-08-18,2022-04-11,Administrative,Female,Asian,S2,False
e002918,2021-08-12,,Sales,Female,Hispanic,S3,True
e002919,2021-08-10,,Production,Male,Asian,IC6,False
e002920,2021-08-04,,Administrative,Male,White,M7,False
e002921,2021-08-12,2023-10-02,Administrative,Male,Asian,IC6,False
e002922,2021-08-26,,Administrative,Female,White,IC4,False
e002923,2021-08-09,2024-02-01,Production,Male,Hispanic,S2,True
e002924,2021-08-18,2024-10-07,Administrative,Female,Black,S3,True
e002925,2021-08-09,2022-11-15,Production,Female,Hispanic,M4,True
e002926,2021-08-18,2023-11-01,Sales,Female,White,IC1,False
e002927,2021-08-18,2021-11-15,Sales,Female,Black,IC5,True
e002928,2021-08-13,2022-01-19,Sales,Female,White,IC3,False
e002929,2021-08-27,,Sales,Male,Hispanic,IC2,True
e002930,2021-08-26,2024-05-06,Production,Female,Asian,IC5,False
e002931,2021-08-13,,Administrative,Male,Black,IC1,True
e002932,2021-08-23,2023-02-03,Sales,Male,Asian,S1,False
e002933,2021-08-27,,Administrative,Female,White,IC1,False
e002934,2021-08-13,2024-02-29,Sales,Male,Asian,S2,False
e002935,2021-08-03,2023-02-07,Sales,Male,White,IC7,False
e002936,2021-08-16,2022-02-21,Administrative,Male,Hispanic,IC5,True
e002937,2021-08-16,2022-01-27,Administrative,Female,White,S1,False
