employee_id,hire_date,termination_date,org_l01,gender,ethnicity,job_level
e002416,2020-06-16,2021-12-29,Sales,Male,White,S2
e002417,2020-06-16,2022-12-08,Administrative,Female,White,IC4
e002418,2020-06-26,2024-03-28,Administrative,Female,Asian,S3
e002419,2020-06-11,2021-12-27,Production,Female,White,IC5
e002420,2020-06-04,2022-06-02,Administrative,Female,Hispanic,S1
e002421,2020-06-19,2022-12-01,Sales,Male,Hispanic,S2
e002422,2020-06-02,2021-01-22,Sales,Male,Asian,IC5
e002423,2020-06-10,2022-08-15,Production,Female,Black,M5
e002424,2020-06-10,2020-09-23,Production,Male,Asian,IC6
e002425,2020-06-17,2020-11-30,Production,Male,Asian,S2
e002426,2020-06-09,2021-12-20,Sales,Female,White,S3
e002427,2020-06-19,2020-07-07,Administrative,Male,Black,IC5
e002428,2020-06-16,2023-12-01,Production,Female,White,S1
e002429,2020-06-03,2023-10-31,Sales,Female,Black,M5
e002430,2020-06-19,2022-02-25,Production,Female,Asian,IC7
e002431,2020-06-23,2021-10-26,Administrative,Male,Black,IC6
e002432,2020-06-17,2024-04-23,Administrative,Female,Asian,IC1
e002433,2020-06-16,2021-04-23,Sales,Male,Hispanic,M5
e002434,2020-06-18,2023-08-08,Sales,Female,Black,IC2
e002435,2020-06-08,2023-12-15,Production,Female,White,IC3
e002436,2020-06-03,2023-09-01,Administrative,Male,White,S2
e002437,2020-06-17,2021-10-12,Production,Female,Hispanic,IC4
e002438,2020-06-11,2023-08-15,Production,Male,Black,IC6
e002439,2020-06-15,2023-11-17,Production,Female,Hispanic,IC3
e002440,2020-06-12,2020-08-28,Sales,Female,Asian,S2
e002441,2020-06-11,2020-07-24,Production,Female,Hispanic,S3
e002442,2020-06-05,2021-04-23,Administrative,Female,White,S1
e002443,2020-06-23,2022-12-14,Sales,Female,Black,S2
e002444,2020-06-25,2021-01-20,Administrative,Female,White,IC6
e002445,2020-06-15,2021-07-13,Sales,Male,White,M4
e002446,2020-06-10,2020-12-04,Production,Male,Black,IC5
e002447,2020-06-25,2021-10-13,Administrative,Female,Asian,S2
e002448,2020-06-22,2023-10-25,Sales,Male,Black,S2
e002449,2020-06-08,2020-11-18,Sales,Male,Asian,IC2
e002450,2020-06-04,2021-02-23,Administrative,Female,Asian,IC6
e002451,2020-06-19,2023-11-16,Administrative,Female,Hispanic,IC4
e002452,2020-06-03,2023-09-18,Sales,Female,Black,IC7
e002453,2020-06-19,2021-05-03,Sales,Female,Asian,S2
e002454,2020-06-22,2020-09-28,Administrative,Female,Asian,S3
e002455,2020-06-01,2024-07-02,Sales,Female,White,IC6
e002456,2020-06-22,2020-12-04,Sales,Male,Black,IC6
e002457,2020-06-05,2021-04-28,Production,Female,Black,S1
e002458,2020-06-23,2023-04-06,Sales,Female,Asian,S2
e002459,2020-06-22,2024-04-22,Sales,Male,Black,M5
e002460,2020-06-09,2022-09-22,Sales,Male,Hispanic,IC3
e002461,2020-06-04,2021-04-02,Administrative,Female,Asian,IC6
e002462,2020-06-08,2020-07-23,Production,Male,Asian,IC2
e002463,2020-06-12,2021-10-15,Production,Male,Asian,M5
e002464,2020-06-04,2023-11-07,Sales,Male,Asian,S3
e002465,2020-06-23,2023-12-27,Administrative,Female,Hispanic,IC6
e002466,2020-06-26,2022-08-29,Sales,Female,Hispanic,S1
e002467,2020-07-24,2023-06-06,Production,Male,Black,IC6
e002468,2020-07-03,2022-03-11,Administrative,Female,Hispanic,S1
e002469,2020-07-07,2024-10-21,Production,Male,Black,IC5
e002470,2020-07-20,2021-07-28,Sales,Male,Black,IC6
e002471,2020-07-17,2023-05-10,Production,Female,Hispanic,IC4
e002472,2020-07-21,2021-10-29,Production,Male,Asian,S3
e002473,2020-07-20,2024-02-06,Sales,Female,Hispanic,IC5
e002474,2020-07-14,2020-11-18,Production,Male,Asian,IC4
e002475,2020-07-24,2022-02-24,Production,Male,Hispanic,S1
e002476,2020-07-21,2023-02-13,Administrative,Male,Asian,IC4
e002477,2020-07-17,2022-10-31,Administrative,Male,Black,IC7
e002478,2020-07-27,2022-12-09,Production,Male,Asian,IC5
e002479,2020-07-15,2020-12-09,Sales,Female,Asian,IC4
e002480,2020-07-09,2020-12-30,Sales,Female,White,S3
e002481,2020-07-09,2023-05-30,Administrative,Male,White,IC7
e002482,2020-07-23,2021-05-07,Administrative,Male,Hispanic,IC1
e002483,2020-07-03,2021-04-16,Production,Male,White,S1
e002484,2020-07-23,2020-08-04,Sales,Female,Asian,S3
e002485,2020-07-29,2022-06-02,Administrative,Female,White,IC5
e002486,2020-07-15,2024-01-03,Production,Female,Hispanic,IC4
e002487,2020-07-28,2022-10-31,Sales,Male,Asian,IC8
e002488,2020-07-28,2023-11-08,Administrative,Male,Asian,IC2
e002489,2020-07-08,2024-05-27,Sales,Male,Asian,IC7
e002490,2020-07-16,2021-05-05,Sales,Female,White,S3
e002491,2020-07-14,2022-02-28,Administrative,Female,Hispanic,IC7
e002492,2020-07-24,2021-07-21,Production,Female,Asian,IC2
e002493,2020-07-23,2023-03-06,Sales,Female,Asian,IC5
e002494,2020-07-28,2023-05-18,Production,Male,Asian,IC5
e002495,2020-07-14,2023-12-29,Sales,Female,White,IC5
e002496,2020-07-22,2020-11-30,Administrative,Female,Black,IC2
e002497,2020-07-22,2024-03-07,Production,Female,Hispanic,S1
e002498,2020-07-02,2020-11-23,Sales,Female,Asian,IC4
e002499,2020-07-23,2021-10-06,Sales,Female,Asian,IC2
e002500,2020-07-10,2023-01-11,Production,Female,Hispanic,IC9
e002501,2020-07-08,2021-04-13,Administrative,Female,Asian,IC2
e002502,2020-07-03,2023-09-11,Administrative,Female,Asian,IC5
e002503,2020-07-13,2020-09-14,Sales,Female,Asian,IC5
e002504,2020-07-28,2023-08-03,Administrative,Female,Black,IC7
e002505,2020-07-09,2022-09-13,Sales,Female,White,M6
e002506,2020-07-29,2021-04-23,Sales,Female,Asian,S3
e002507,2020-07-13,2020-12-09,Production,Male,Asian,M6
e002508,2020-07-20,2023-04-19,Production,Male,Asian,IC2
e002509,2020-07-10,2023-03-17,Production,Female,Asian,IC2
e002510,2020-07-16,2022-02-14,Sales,Male,Black,IC2
e002511,2020-07-15,2020-09-15,Sales,Female,Black,S2
e002512,2020-07-08,2020-11-19,Sales,Female,White,IC1
e002513,2020-07-15,2024-03-21,Sales,Male,Asian,IC6
e002514,2020-07-13,2024-05-10,Administrative,Female,Asian,IC5
e002515,2020-07-28,2021-11-24,Administrative,Female,Hispanic,IC2
e002516,2020-07-01,2023-12-27,Production,Female,Black,S3
e002517,2020-07-16,2021-04-05,Sales,Female,Asian,S3
e002518,2020-07-14,2024-03-11,Administrative,Female,White,IC5
e002519,2020-07-24,2023-09-14,Production,Male,Asian,S1
e002520,2020-07-09,2022-10-13,Production,Female,Black,M6
e002521,2020-07-24,2024-10-28,Production,Female,Hispanic,IC3
e002522,2020-07-27,2021-12-17,Sales,Female,Black,IC7
e002523,2020-07-09,2021-07-26,Administrative,Male,Black,IC5
e002524,2020-07-03,2021-10-18,Administrative,Female,White,S3
e002525,2020-07-23,2020-11-16,Administrative,Male,Asian,M4
e002526,2020-07-21,2022-02-04,Sales,Male,Black,M6
e002527,2020-07-03,2022-06-20,Production,Female,Asian,IC3
e002528,2020-07-07,2022-09-27,Administrative,Male,White,M5
e002529,2020-08-25,2024-05-02,Production,Male,Asian,IC6
e002530,2020-08-18,2021-10-04,Production,Female,Black,IC6
e002531,2020-08-28,2023-05-12,Sales,Male,Black,IC2
e002532,2020-08-25,2022-02-04,Administrative,Male,Asian,IC4
e002533,2020-08-18,2021-12-22,Sales,Male,White,IC6
e002534,2020-08-20,2021-11-11,Administrative,Female,Asian,S2
e002535,2020-08-11,2020-12-17,Sales,Female,Asian,IC4
e002536,2020-08-27,2023-05-09,Administrative,Male,Black,S3
e002537,2020-08-24,2021-04-09,Administrative,Male,Black,IC2
e002538,2020-08-27,2022-10-27,Production,Female,Asian,S1
e002539,2020-08-28,2022-02-21,Administrative,Female,Asian,S3
e002540,2020-08-12,2024-03-05,Production,Female,Asian,IC4
e002541,2020-08-20,2022-12-30,Sales,Female,Asian,IC1
e002542,2020-08-06,2022-08-15,Production,Female,Asian,IC5
e002543,2020-08-24,2021-12-06,Sales,Male,Asian,IC5
e002544,2020-08-17,2021-07-22,Sales,Female,Black,S1
e002545,2020-08-04,2022-02-23,Sales,Female,Asian,IC8
e002546,2020-08-05,2020-09-02,Sales,Male,Hispanic,S2
e002547,2020-08-19,2020-12-01,Administrative,Male,Hispanic,S3
e002548,2020-08-18,2023-07-20,Administrative,Female,Hispanic,S2
e002549,2020-08-21,2020-12-14,Production,Female,White,IC5
e002550,2020-08-17,2021-01-07,Sales,Male,Asian,IC1
e002551,2020-08-12,2021-04-07,Administrative,Female,Hispanic,IC4
e002552,2020-08-21,2024-01-24,Sales,Male,Asian,IC5
e002553,2020-08-28,2023-12-14,Administrative,Female,White,IC6
e002554,2020-08-27,2021-11-02,Sales,Female,White,IC1
e002555,2020-08-13,2022-10-25,Sales,Male,Black,IC2
e002556,2020-08-26,2023-10-05,Production,Female,Hispanic,S1
e002557,2020-08-07,2022-12-30,Sales,Female,White,IC7
e002558,2020-08-20,2024-05-08,Sales,Male,Asian,S3
e002559,2020-08-27,2023-12-15,Production,Male,Asian,S2
e002560,2020-08-05,2023-04-25,Sales,Male,Black,IC4
e002561,2020-08-20,2020-11-04,Administrative,Male,Asian,IC6
e002562,2020-08-21,2023-07-31,Sales,Male,Hispanic,S1
e002563,2020-08-24,2022-08-29,Sales,Male,Hispanic,M7
e002564,2020-08-05,2024-04-15,Sales,Female,Asian,IC3
e002565,2020-08-03,2020-11-02,Administrative,Male,Asian,S2
e002566,2020-08-21,2021-02-22,Production,Male,Asian,IC3
e002567,2020-08-10,2022-02-09,Sales,Female,Hispanic,IC6
e002568,2020-08-11,2021-10-19,Production,Female,Asian,S3
e002569,2020-08-21,2021-10-19,Production,Female,Asian,IC5
e002570,2020-08-17,2023-10-12,Sales,Female,Asian,IC8
e002571,2020-08-27,2023-02-03,Sales,Male,Asian,IC1
e002572,2020-08-04,2021-04-30,Production,Female,Asian,IC7
e002573,2020-08-21,2021-04-08,Production,Female,White,IC5
e002574,2020-08-31,2023-11-06,Sales,Male,Black,IC1
e002575,2020-08-26,2020-09-08,Production,Female,White,IC9
e002576,2020-08-25,2021-11-22,Administrative,Female,White,M7
e002577,2020-08-04,2021-12-08,Production,Male,Hispanic,IC3
e002578,2020-08-27,2023-11-09,Administrative,Male,Asian,IC6
e002579,2020-08-21,2023-10-24,Production,Female,Black,M4
e002580,2020-08-11,2024-01-09,Production,Female,Asian,IC3
e002581,2020-08-14,2023-12-21,Production,Female,Black,IC2
e002582,2020-08-31,2023-06-30,Sales,Male,Asian,IC7
e002583,2020-08-07,2021-10-07,Sales,Female,White,IC6
e002584,2020-08-06,2020-09-08,Sales,Female,Asian,IC6
e002585,2020-08-13,2020-11-19,Production,Female,Black,M8
e002586,2020-08-12,2020-09-10,Production,Male,Asian,IC5
e002587,2020-08-10,2021-05-21,Sales,Male,Asian,M8
e002588,2020-08-31,2021-10-28,Production,Female,Asian,S3
e002589,2020-08-26,2021-10-19,Sales,Female,Asian,IC3
e002590,2020-08-04,2023-08-16,Production,Female,Black,S3
e002591,2020-08-26,,Administrative,Male,Black,M4
e002592,2020-08-12,2022-12-09,Production,Male,Black,S1
e002593,2020-08-18,2023-12-29,Sales,Male,White,S3
e002594,2020-08-27,2020-12-07,Sales,Female,Black,IC5
e002595,2020-08-26,2020-12-09,Sales,Female,Black,S3
e002596,2020-08-27,2022-08-02,Administrative,Male,Black,IC4
e002597,2020-08-13,2020-09-04,Sales,Female,Black,M5
e002598,2020-08-17,2020-12-28,Sales,Male,Asian,M5
e002599,2020-08-25,2021-07-29,Administrative,Male,White,S3
e002600,2020-08-17,2021-07-07,Sales,Female,White,IC6
e002601,2020-08-31,2023-10-05,Production,Female,Asian,S2
e002602,2020-08-28,2021-05-10,Administrative,Female,Asian,IC7
e002603,2020-08-14,2022-06-13,Sales,Male,Black,IC3
e002604,2020-08-12,2023-08-29,Administrative,Female,White,IC1
e002605,2020-08-07,2023-12-07,Production,Male,White,IC2
e002606,2020-08-17,2023-02-02,Production,Female,Asian,S3
e002607,2020-09-28,2023-05-10,Sales,Male,Asian,IC4
e002608,2020-09-17,2023-11-03,Production,Female,White,S2
e002609,2020-09-03,2020-12-25,Sales,Male,Asian,IC3
e002610,2020-09-04,2023-02-02,Production,Female,Asian,M6
e002611,2020-09-08,2020-11-26,Sales,Male,Hispanic,M5
e002612,2020-09-03,2020-12-03,Production,Female,Hispanic,S1
e002613,2020-09-03,2022-03-09,Production,Female,Asian,IC2
e002614,2020-09-15,2022-09-22,Administrative,Female,Asian,IC6
e002615,2020-09-01,2022-03-28,Sales,Female,White,IC7
e002616,2020-09-02,2023-05-23,Administrative,Female,Asian,IC4
e002617,2020-09-21,2024-03-22,Sales,Female,Black,S1
e002618,2020-09-28,2023-12-18,Sales,Male,Asian,IC8
e002619,2020-09-18,2023-04-05,Sales,Female,Black,IC3
e002620,2020-09-21,2023-08-23,Sales,Female,White,IC2
e002621,2020-09-16,2024-10-17,Production,Male,Asian,IC3
e002622,2020-09-25,2022-10-12,Sales,Female,Hispanic,S3
e002623,2020-10-05,2022-09-05,Administrative,Male,Asian,S3
e002624,2020-10-28,2023-09-28,Sales,Female,Black,S1
e002625,2020-10-23,2020-11-11,Administrative,Male,Black,IC3
e002626,2020-10-21,2023-09-26,Production,Female,White,IC6
e002627,2020-10-09,2021-07-02,Sales,Female,Asian,IC1
e002628,2020-10-21,2021-12-01,Administrative,Male,Asian,IC5
e002629,2020-10-02,2021-05-26,Sales,Male,Black,S1
e002630,2020-10-23,2021-10-06,Administrative,Male,Asian,M5
e002631,2020-10-09,2022-01-17,Sales,Female,Asian,M4
e002632,2020-10-22,2023-12-26,Sales,Male,White,IC3
e002633,2020-10-16,,Sales,Female,Asian,IC5
e002634,2020-10-16,2022-02-21,Sales,Male,White,S2
e002635,2020-10-19,2021-10-12,Sales,Female,Black,S2
e002636,2020-10-27,2021-02-16,Production,Male,Asian,IC6
e002637,2020-10-12,2023-08-31,Production,Male,Black,S1
e002638,2020-10-16,2024-02-13,Production,Male,Black,M4
e002639,2020-10-09,2021-03-11,Administrative,Male,Asian,IC1
e002640,2020-10-28,2022-08-03,Sales,Male,Asian,S1
e002641,2020-10-15,2022-12-15,Sales,Male,Black,IC6
e002642,2020-10-14,2021-12-14,Sales,Male,White,S2
e002643,2020-10-16,2023-08-21,Production,Female,Black,IC2
e002644,2020-10-02,2023-03-06,Production,Female,Hispanic,S1
e002645,2020-10-01,2023-12-01,Sales,Female,White,S3
e002646,2020-10-01,2022-06-06,Administrative,Male,Hispanic,S2
e002647,2020-10-16,2022-06-20,Sales,Male,Black,IC6
e002648,2020-10-13,2023-09-14,Production,Female,Black,IC1
e002649,2020-10-02,2022-09-16,Sales,Male,Black,M4
e002650,2020-10-08,2020-11-16,Administrative,Male,Hispanic,S2
e002651,2020-10-15,2021-11-04,Production,Male,White,M6
e002652,2020-10-12,2020-12-01,Sales,Female,White,IC5
e002653,2020-10-26,2021-10-11,Sales,Male,Asian,IC6
e002654,2020-10-02,2023-02-09,Production,Female,Black,IC7
e002655,2020-10-27,2023-11-20,Administrative,Female,White,M5
e002656,2020-10-16,2021-11-29,Sales,Female,White,M4
e002657,2020-10-23,2023-10-19,Sales,Female,Hispanic,IC2
e002658,2020-10-15,2020-11-05,Production,Female,Asian,IC5
e002659,2020-10-16,2022-02-15,Sales,Male,Hispanic,S1
e002660,2020-10-28,2023-09-05,Administrative,Male,Asian,IC1
e002661,2020-10-29,2022-02-11,Administrative,Female,White,S1
e002662,2020-10-08,2022-02-03,Sales,Female,Hispanic,S1
e002663,2020-10-20,2022-06-28,Administrative,Female,Asian,M5
e002664,2020-10-15,2023-09-08,Production,Female,Asian,S3
e002665,2020-10-30,2022-10-17,Administrative,Female,Black,IC2
e002666,2020-10-13,2023-01-20,Sales,Male,Asian,IC4
e002667,2020-10-09,2021-11-17,Sales,Female,Asian,IC2
e002668,2020-10-01,2021-07-12,Administrative,Female,Asian,IC6
e002669,2020-10-09,2022-08-30,Sales,Male,Asian,IC2
e002670,2020-10-08,2023-05-11,Sales,Female,Asian,IC6
e002671,2020-10-08,2022-10-19,Sales,Male,Asian,S3
e002672,2020-10-15,2023-08-17,Production,Female,Asian,IC7
e002673,2020-10-28,2023-09-06,Administrative,Female,White,IC2
e002674,2020-10-28,2023-05-31,Production,Male,Asian,IC4
e002675,2020-10-01,2022-02-25,Production,Female,White,S2
e002676,2020-10-19,2020-12-03,Administrative,Female,Hispanic,S2
e002677,2020-10-08,2023-04-24,Administrative,Male,Hispanic,S1
e002678,2020-10-30,2023-10-26,Administrative,Female,White,IC3
e002679,2020-10-01,2023-01-18,Sales,Female,White,M5
e002680,2020-10-22,2021-04-06,Production,Female,Asian,IC1
e002681,2020-10-13,2024-10-22,Production,Male,Hispanic,S2
e002682,2020-10-30,2023-06-12,Production,Female,Hispanic,IC6
e002683,2020-10-22,2021-07-16,Sales,Female,Asian,IC4
e002684,2020-10-13,2024-02-23,Administrative,Female,White,S2
e002685,2020-10-19,2022-08-16,Sales,Male,Asian,IC1
e002686,2020-10-09,2023-05-15,Administrative,Female,Hispanic,IC5
e002687,2020-10-29,2021-07-29,Production,Male,Asian,S2
e002688,2020-10-07,2024-03-12,Administrative,Female,White,IC2
e002689,2020-10-28,2023-11-17,Sales,Male,White,S1
e002690,2020-10-23,2021-03-29,Sales,Male,White,IC5
e002691,2020-10-14,2021-04-23,Production,Female,Asian,S1
e002692,2020-10-07,2021-10-20,Sales,Female,White,IC5
e002693,2020-10-07,2023-02-16,Production,Male,Hispanic,S1
e002694,2020-10-27,2022-08-05,Administrative,Male,White,IC3
e002695,2020-10-01,2021-11-16,Sales,Female,White,S2
e002696,2020-10-06,2021-04-16,Sales,Female,Black,IC3
e002697,2020-10-02,2021-11-30,Production,Female,Hispanic,IC3
e002698,2020-11-16,2022-03-10,Sales,Female,Hispanic,IC7
e002699,2020-11-25,2022-03-02,Administrative,Female,Asian,IC2
e002700,2020-11-17,2022-10-03,Production,Female,Hispanic,M4
e002701,2020-11-25,2021-12-08,Production,Male,Black,IC1
e002702,2020-11-05,2021-04-06,Administrative,Male,Asian,S1
e002703,2020-11-24,2021-10-12,Sales,Female,Hispanic,S1
e002704,2020-11-03,2023-06-30,Administrative,Male,Hispanic,S3
e002705,2020-11-06,2022-02-28,Sales,Female,Hispanic,IC3
e002706,2020-11-09,2021-12-10,Production,Male,Asian,IC1
e002707,2020-11-25,2023-09-20,Production,Female,Asian,M6
e002708,2020-11-11,2022-12-09,Production,Female,White,IC5
e002709,2020-11-06,2020-12-23,Sales,Male,Black,IC2
e002710,2020-11-17,2022-12-13,Sales,Male,Asian,IC1
e002711,2020-11-18,2021-04-14,Sales,Female,Hispanic,S2
e002712,2020-11-23,2023-12-01,Administrative,Female,White,IC3
e002713,2020-11-23,2022-02-25,Sales,Male,Asian,S2
e002714,2020-11-25,2023-11-21,Administrative,Male,Black,IC2
e002715,2020-11-25,2021-10-01,Sales,Female,Asian,S3
e002716,2020-11-23,2023-10-25,Production,Female,White,S3
e002717,2020-11-06,2023-08-24,Administrative,Female,White,M6
e002718,2020-11-25,2023-08-03,Administrative,Female,Hispanic,IC1
e002719,2020-11-16,2023-08-28,Sales,Female,Asian,S3
e002720,2020-11-06,2024-04-09,Production,Female,Hispanic,S3
e002721,2020-11-11,2022-06-17,Sales,Female,White,M9
e002722,2020-11-16,2021-11-02,Administrative,Male,Hispanic,IC8
e002723,2020-11-17,2021-10-14,Administrative,Female,Black,M5
e002724,2020-11-13,2021-07-06,Production,Male,Hispanic,IC7
e002725,2020-11-17,2022-12-30,Administrative,Male,Hispanic,IC2
e002726,2020-11-26,2022-02-22,Administrative,Female,Black,M4
e002727,2020-11-09,2022-06-08,Production,Female,White,M4
e002728,2020-11-04,2023-02-06,Production,Female,White,IC6
e002729,2020-11-24,2022-10-19,Production,Male,White,S3
e002730,2020-11-30,2023-10-09,Administrative,Female,Asian,S2
e002731,2020-11-06,2023-05-24,Sales,Female,Asian,IC2
e002732,2020-12-31,2021-12-27,Sales,Female,Hispanic,S1
e002733,2020-12-08,2023-06-28,Administrative,Female,Asian,S1
e002734,2020-12-28,2021-10-29,Administrative,Female,White,IC6
e002735,2020-12-14,2023-09-29,Administrative,Male,Hispanic,IC8
e002736,2020-12-02,2021-07-02,Production,Male,Asian,M4
e002737,2020-12-07,2021-10-26,Production,Male,Asian,M6
e002738,2020-12-14,2021-07-14,Production,Female,Black,IC7
e002739,2020-12-03,2023-08-30,Administrative,Female,White,M5
e002740,2020-12-25,2023-09-05,Administrative,Male,Black,IC7
e002741,2020-12-07,2023-02-07,Administrative,Male,Asian,IC5
e002742,2020-12-24,2021-04-30,Administrative,Male,Black,IC4
e002743,2020-12-14,2021-04-26,Production,Female,Asian,S2
e002744,2020-12-18,2024-10-25,Administrative,Female,Black,IC1
e002745,2020-12-22,2021-07-26,Sales,Female,Asian,S2
e002746,2020-12-22,2021-10-29,Sales,Female,Hispanic,IC5
e002747,2020-12-25,2021-12-23,Sales,Male,White,S3
e002748,2020-12-11,2021-01-22,Administrative,Male,Hispanic,IC5
e002749,2020-12-28,2022-02-17,Production,Female,Asian,M5
e002750,2020-12-29,2022-02-18,Sales,Male,Hispanic,IC3
e002751,2020-12-01,2021-05-04,Sales,Female,Hispanic,S1
e002752,2020-12-10,2023-03-31,Administrative,Female,Asian,M9
e002753,2020-12-01,2021-09-20,Sales,Male,Hispanic,S3
e002754,2020-12-09,2023-02-21,Sales,Female,Black,IC9
e002755,2020-12-30,2021-07-21,Production,Female,Asian,M4
e002756,2020-12-31,2023-05-16,Production,Male,Asian,M6
e002757,2020-12-31,2023-06-02,Production,Female,Black,IC4
e002758,2020-12-02,2021-07-26,Production,Female,White,IC3
e002759,2020-12-29,2023-07-31,Administrative,Male,Asian,IC7
e002760,2021-01-08,2023-05-09,Sales,Female,Black,IC7
e002761,2021-01-07,2023-07-26,Production,Female,Asian,IC1
e002762,2021-01-12,2023-02-28,Administrative,Female,White,S1
e002763,2021-01-26,2022-08-01,Sales,Male,Asian,IC8
e002764,2021-01-19,2021-05-06,Sales,Male,Asian,S2
e002765,2021-01-18,2021-11-05,Production,Male,Asian,IC4
e002766,2021-01-22,2024-01-09,Production,Male,Asian,IC4
e002767,2021-01-20,2023-03-24,Sales,Female,Black,IC6
e002768,2021-01-27,2023-02-17,Administrative,Male,Asian,S1
e002769,2021-01-25,2021-05-20,Sales,Female,Hispanic,S2
e002770,2021-01-20,2022-01-18,Administrative,Male,Black,S2
e002771,2021-01-27,2021-02-19,Administrative,Male,White,M4
e002772,2021-01-13,2023-04-27,Sales,Female,Black,IC4
e002773,2021-01-19,2021-04-13,Sales,Male,Black,IC1
e002774,2021-01-20,2022-02-11,Administrative,Female,Asian,IC5
e002775,2021-01-13,2022-02-01,Sales,Male,Hispanic,S3
e002776,2021-01-04,2023-08-15,Production,Male,Black,IC3
e002777,2021-01-12,2023-04-10,Administrative,Female,Asian,IC3
e002778,2021-01-28,2021-12-23,Sales,Male,Black,S1
e002779,2021-01-26,2022-02-23,Administrative,Male,Asian,IC5
e002780,2021-01-27,2022-02-09,Sales,Male,Hispanic,IC2
e002781,2021-01-18,2023-08-14,Administrative,Male,Asian,IC3
e002782,2021-01-13,2021-10-13,Production,Male,White,S2
e002783,2021-01-28,2023-04-06,Production,Female,Black,IC5
e002784,2021-01-26,2022-08-15,Production,Female,Asian,S1
e002785,2021-01-15,2023-07-27,Production,Female,Black,IC4
e002786,2021-01-14,2023-12-19,Production,Female,Asian,IC4
e002787,2021-01-06,2022-10-11,Sales,Female,Asian,M5
e002788,2021-01-04,2024-02-21,Production,Female,Hispanic,M5
e002789,2021-01-27,2021-12-30,Administrative,Female,Hispanic,S2
e002790,2021-01-22,2023-02-03,Sales,Male,Asian,S1
e002791,2021-01-28,2023-01-09,Sales,Male,White,IC9
e002792,2021-01-13,2022-02-17,Sales,Female,Asian,IC3
e002793,2021-01-08,2023-08-30,Administrative,Female,Asian,S1
e002794,2021-01-19,2023-02-07,Administrative,Female,Black,S3
e002795,2021-01-22,2023-12-28,Administrative,Female,Hispanic,IC6
e002796,2021-01-07,2023-04-04,Administrative,Male,White,S1
e002797,2021-01-07,2023-02-17,Sales,Female,Black,IC3
e002798,2021-01-28,2022-02-01,Production,Female,Asian,IC6
e002799,2021-01-27,2022-08-15,Sales,Male,Black,M5
e002800,2021-01-25,2023-08-16,Sales,Male,Asian,S1
e002801,2021-01-01,2022-03-09,Sales,Female,Asian,IC1
e002802,2021-01-27,2021-04-02,Production,Female,Black,M7
e002803,2021-01-27,2021-12-06,Sales,Male,Asian,IC4
e002804,2021-01-29,2022-08-02,Sales,Female,White,IC1
e002805,2021-01-13,2023-07-14,Production,Male,White,M5
e002806,2021-01-26,2021-07-12,Production,Male,Asian,IC2
e002807,2021-01-11,2022-08-30,Administrative,Male,Asian,IC5
e002808,2021-01-01,2023-09-07,Sales,Male,White,S1
e002809,2021-01-13,2022-09-02,Administrative,Female,White,IC6
e002810,2021-01-25,2023-12-18,Administrative,Male,Black,S3
e002811,2021-01-20,2023-08-22,Production,Female,Asian,IC1
e002812,2021-01-21,2023-08-17,Administrative,Male,Black,S2
e002813,2021-01-08,2024-02-20,Administrative,Female,Black,IC1
e002814,2021-01-01,2021-10-25,Production,Female,White,S1
e002815,2021-01-20,2022-12-08,Administrative,Female,Black,S2
e002816,2021-01-06,2024-03-29,Sales,Female,Asian,S2
e002817,2021-01-18,2022-08-31,Production,Female,Hispanic,IC5
e002818,2021-01-14,2024-03-11,Production,Male,White,S2
e002819,2021-01-04,2023-12-27,Sales,Female,White,S2
e002820,2021-01-26,2023-10-03,Production,Male,Asian,IC3
e002821,2021-01-25,2021-11-09,Sales,Male,White,IC6
e002822,2021-01-06,2021-11-03,Administrative,Female,Black,IC4
e002823,2021-01-19,2023-01-11,Sales,Male,White,S2
e002824,2021-01-11,2023-12-14,Sales,Female,White,IC3
e002825,2021-02-05,2023-10-11,Sales,Female,White,IC5
e002826,2021-02-11,2024-03-21,Sales,Female,Hispanic,M4
e002827,2021-02-24,2022-01-14,Administrative,Female,Asian,S3
e002828,2021-02-03,2021-12-13,Production,Female,Hispanic,IC6
e002829,2021-02-23,2021-12-28,Production,Male,Asian,IC7
e002830,2021-02-09,2021-04-02,Administrative,Male,Asian,IC1
e002831,2021-02-23,2022-10-13,Sales,Female,Black,S1
e002832,2021-02-22,2023-11-29,Production,Male,Asian,IC2
e002833,2021-02-18,2021-10-08,Sales,Female,Asian,S3
e002834,2021-02-12,2021-10-13,Administrative,Female,Asian,M4
e002835,2021-02-19,2023-03-23,Administrative,Male,Hispanic,IC6
e002836,2021-02-15,2024-06-04,Sales,Female,Black,IC1
e002837,2021-02-01,2021-07-06,Sales,Female,Black,S3
e002838,2021-02-23,2022-08-04,Sales,Female,Asian,IC2
e002839,2021-02-25,2021-04-02,Administrative,Male,Black,M5
e002840,2021-02-18,2023-05-24,Production,Female,White,IC7
e002841,2021-02-08,2023-05-19,Production,Female,Asian,S3
e002842,2021-02-03,2021-12-31,Administrative,Male,White,IC6
e002843,2021-02-17,2023-12-18,Production,Male,Asian,M4
e002844,2021-02-24,2023-08-14,Sales,Male,Hispanic,M5
e002845,2021-02-02,2021-05-26,Administrative,Female,Black,S1
e002846,2021-02-08,2023-08-15,Sales,Female,White,S2
e002847,2021-02-04,2022-02-18,Sales,Female,White,IC5
e002848,2021-02-19,2022-06-28,Sales,Female,White,IC5
